POST_DATE,SERVICE_DATE,PROPERTY_CODE,BOOKINGS_SOURCE,ROOMS,ARRIVALS,POPULATION,CONTRACT_CODE
2021-10-30,2021-11-30,CH,TW,3,2,12,WINSG21
2021-10-30,2021-10-31,PH,TW,1,1,4,WAEIM21
2021-10-30,2022-01-11,DH,BW,1,0,2,IDIA22H
2021-10-30,2021-12-21,DH,BW,0,0,0,IDIL21E
2021-10-30,2021-11-18,DH,TW,1,0,4,WMICK21
2021-10-30,2021-10-31,DH,BW,0,0,0,IDIJ21A
2021-10-30,2022-01-24,DH,GR,7,0,24,GDGA22A
2021-10-30,2021-11-20,DH,GR,11,0,22,GDMK21A
2021-10-30,2022-01-25,DH,TW,0,0,0,WFUNJ22
2021-10-30,2021-11-14,DH,GR,150,150,150,NDHK21B
2021-10-30,2022-01-03,CH,TW,0,0,0,WFUN21
2021-10-30,2021-12-23,DH,TW,13,7,45,WEXP21
2021-10-30,2021-11-13,CH,TW,0,0,0,WDDMX21
2021-10-30,2021-11-14,PH,TW,19,18,47,WDVC21
2021-10-30,2021-11-02,CH,TW,0,0,0,WFUNJ21
2021-10-30,2021-12-05,DH,GT,14,4,44,*
2021-10-30,2022-01-14,PH,GT,6,5,16,*
2021-10-30,2022-01-05,PH,GT,5,3,15,*
2021-10-30,2022-01-03,DH,TD,244,91,975,*
2021-10-30,2022-01-27,DH,TD,119,23,494,*
2021-10-30,2022-01-28,PH,TW,1,0,4,WGETA22
2021-10-30,2021-12-16,PH,TW,13,3,43,WDVC21
2021-10-30,2021-12-13,CH,TD,388,120,1300,*
2021-10-30,2021-11-16,CH,RO,76,27,243,*
2021-10-30,2022-01-02,DH,GT,10,3,35,*
2021-10-30,2021-12-23,DH,TW,4,1,10,WACCU21
2021-10-30,2021-11-08,CH,TW,14,4,44,WGETA21
2021-10-30,2022-01-07,DH,BW,1,1,2,IDIA22G
2021-10-30,2021-12-19,DH,TW,5,5,20,WINSG21
2021-10-30,2021-10-31,CH,TW,5,1,19,WDDMX21
2021-10-30,2021-11-08,CH,BW,0,0,0,ICIK21G
2021-10-30,2021-11-27,CH,TW,0,0,0,WACTN21
2021-10-30,2022-01-08,PH,BW,6,0,24,IDII213
2021-10-30,2021-11-13,CH,BW,1,0,2,IDIK21U
2021-10-30,2022-01-10,DH,TW,1,0,3,WSWST22
2021-10-30,2021-11-17,CH,GR,22,1,33,GCEK21A
2021-10-30,2021-11-30,DH,GT,22,8,71,*
2021-10-30,2021-12-08,DH,TI,165,48,537,*
2021-10-30,2021-12-04,DH,GT,17,8,62,*
2021-10-30,2021-12-09,PH,TW,1,0,5,WINSG21
2021-10-30,2022-01-05,PH,TD,104,33,317,*
2021-10-30,2022-01-26,PH,TD,51,12,159,*
2021-10-30,2021-11-17,PH,TW,19,11,52,WDVC21
2021-10-30,2021-11-20,CH,TD,437,193,1530,*
2021-10-30,2021-11-16,CH,TI,214,69,599,*
2021-10-30,2021-11-03,CH,RO,84,16,274,*
2021-10-30,2021-12-08,CH,TW,6,4,18,WEXP21
2021-10-30,2022-01-08,CH,RO,51,3,198,*
2021-10-30,2021-12-02,CH,TW,17,9,54,WGETA21
2021-10-30,2022-01-01,CH,TW,3,0,9,WINSG21
2021-10-30,2022-01-23,CH,GR,21,0,67,GCKA22A
2021-10-30,2021-11-14,CH,CP,4,4,4,*
2021-10-30,2021-12-16,CH,GT,13,4,41,*
2021-10-30,2021-11-07,CH,GT,17,12,65,*
2021-10-30,2021-11-03,DH,CP,1,0,2,*
2021-10-30,2021-12-08,DH,BW,0,0,0,IDIK21I
2021-10-30,2021-10-31,DH,BW,0,0,0,IDIJ21X
2021-10-30,2021-12-21,DH,TW,32,7,117,WGETA21
2021-10-30,2022-01-21,DH,GR,18,6,52,GDGA22A
2021-10-30,2021-12-03,DH,TW,3,0,12,WINSG21
2021-10-30,2021-11-20,DH,CP,8,5,26,*
2021-10-30,2022-01-03,DH,TW,11,5,37,WGETA22
2021-10-30,2021-11-09,CH,TW,0,0,0,WACCU21
2021-10-30,2021-11-19,CH,GR,0,0,0,GCFL21A
2021-10-30,2021-11-20,PH,DO,5,0,5,*
2021-10-30,2022-01-26,DH,TW,1,0,3,WABRE22
2021-10-30,2021-12-18,DH,GT,15,7,51,*
2021-10-30,2022-01-01,DH,RO,53,13,222,*
2021-10-30,2021-11-25,PH,TW,10,0,28,WEXP21
2021-10-30,2021-11-06,PH,TI,81,34,243,*
2021-10-30,2021-11-26,CH,TD,409,87,1468,*
2021-10-30,2021-11-01,CH,RO,85,42,277,*
2021-10-30,2022-01-28,CH,GT,6,1,20,*
2021-10-30,2022-01-29,DH,RO,6,5,24,*
2021-10-30,2021-11-23,CH,TW,16,2,63,WGETA21
2021-10-30,2021-12-11,CH,TW,8,3,28,WGETA21
2021-10-30,2021-12-14,CH,TW,21,8,72,WGETA21
2021-10-30,2022-01-08,CH,TW,5,0,17,WFUNJ22
2021-10-30,2021-11-18,CH,TW,0,0,0,WMICK21
2021-10-30,2022-01-12,DH,BW,0,0,0,IDIA22H
2021-10-30,2022-01-15,DH,BW,0,0,0,IDIA22I
2021-10-30,2021-12-04,DH,TW,0,0,0,WFUNJ21
2021-10-30,2021-11-13,DH,GR,224,56,593,GDDK21A
2021-10-30,2021-12-17,CH,TW,30,20,92,WDVC21
2021-10-30,2022-01-31,CH,TW,4,0,14,WINSG22
2021-10-30,2021-11-24,DH,TW,1,0,4,WINSG21
2021-10-30,2022-01-22,DH,TW,1,0,3,WGETA22
2021-10-30,2021-11-19,CH,TW,1,0,2,WINSG21
2021-10-30,2022-01-17,DH,TW,1,1,3,WSWST22
2021-10-30,2021-11-28,DH,GT,18,8,71,*
2021-10-30,2021-11-18,DH,TI,177,72,551,*
2021-10-30,2022-01-14,DH,TI,64,40,218,*
2021-10-30,2021-12-18,PH,RO,19,5,69,*
2021-10-30,2021-12-17,PH,TW,14,4,38,WEXP21
2021-10-30,2021-12-09,PH,TW,6,2,14,WGETA21
2021-10-30,2021-11-19,PH,TW,10,5,28,WDVC21
2021-10-30,2022-01-13,CH,TD,147,37,573,*
2021-10-30,2021-12-11,CH,TW,2,0,5,WINSG21
2021-10-30,2021-11-08,CH,RO,61,31,185,*
2021-10-30,2022-01-19,CH,RO,15,8,60,*
2021-10-30,2021-12-02,CH,TW,16,4,42,WEXP21
2021-10-30,2022-01-20,CH,TD,70,17,270,*
2021-10-30,2021-12-28,CH,TW,2,2,7,WEXP21
2021-10-30,2021-12-30,CH,GT,9,1,35,*
2021-10-30,2021-12-17,CH,TW,1,0,4,WWJET21
2021-10-30,2021-12-09,DH,BA,2,2,6,HDAL21A
2021-10-30,2021-11-16,PH,TW,18,4,51,WDVC21
2021-10-30,2021-11-16,DH,TI,137,53,388,*
2021-10-30,2021-12-03,DH,TD,424,136,1438,*
2021-10-30,2021-12-02,DH,TW,10,5,27,WEXP21
2021-10-30,2021-11-25,PH,GT,5,2,12,*
2021-10-30,2021-12-19,PH,TW,11,6,28,WEXP21
2021-10-30,2021-12-07,PH,TI,111,48,283,*
2021-10-30,2022-01-20,DH,TD,68,19,291,*
2021-10-30,2022-01-22,PH,TD,35,9,117,*
2021-10-30,2022-01-26,PH,GT,1,0,2,*
2021-10-30,2021-11-02,PH,GT,5,2,14,*
2021-10-30,2021-12-28,CH,TD,686,115,2503,*
2021-10-30,2021-12-13,CH,TI,220,79,656,*
2021-10-30,2021-12-02,CH,TI,204,85,625,*
2021-10-30,2021-11-06,CH,CP,9,3,27,*
2021-10-30,2021-11-18,CH,RO,86,34,296,*
2021-10-30,2021-11-27,CH,TW,14,4,35,WEXP21
2021-10-30,2021-12-19,DH,RO,53,29,198,*
2021-10-30,2021-10-31,DH,BA,0,0,0,HDSJ21B
2021-10-30,2021-11-16,DH,TW,12,1,45,WGETA21
2021-10-30,2021-12-18,DH,TW,1,1,5,WDDMX21
2021-10-30,2021-11-12,CH,TW,3,2,12,WDVC21
2021-10-30,2021-11-25,CH,BW,2,2,3,ICIK21C
2021-10-30,2021-12-05,CH,BW,3,3,5,ICIL21G
2021-10-30,2021-11-12,CH,TW,0,0,0,WACCU21
2021-10-30,2021-11-13,DH,GR,0,0,0,HDHK21B
2021-10-30,2022-01-28,DH,BA,0,0,0,HDKA22B
2021-10-30,2022-01-15,DH,CP,4,4,16,*
2021-10-30,2022-01-17,DH,CP,2,1,8,*
2021-10-30,2021-11-14,CH,GR,3,3,4,GCEK21A
2021-10-30,2021-12-09,CH,DO,2,2,2,*
2021-10-30,2021-11-14,DH,RO,38,19,140,*
2021-10-30,2021-11-28,DH,RO,57,35,215,*
2021-10-30,2021-12-13,PH,TW,25,16,74,WEXP21
2021-10-30,2022-01-24,PH,TI,10,3,27,*
2021-10-30,2021-11-15,CH,TI,201,78,585,*
2021-10-30,2022-01-18,CH,RO,13,4,44,*
2021-10-30,2021-11-04,CH,GT,8,4,23,*
2021-10-30,2021-11-23,DH,TW,5,4,15,WDVC21
2021-10-30,2022-01-28,CH,TD,106,11,413,*
2021-10-30,2021-11-21,CH,TW,12,5,35,WDVC21
2021-10-30,2022-01-17,PH,TW,1,1,3,WINSG22
2021-10-30,2021-11-10,CH,TW,1,0,2,WUNVA21
2021-10-30,2021-12-14,CH,DO,0,0,0,*
2021-10-30,2021-11-15,PH,GR,0,0,0,GCIK21A
2021-10-30,2021-10-31,CH,GR,0,0,0,GCCI21B
2021-10-30,2021-11-12,CH,GR,14,12,36,GCAK21A
2021-10-30,2021-11-01,CH,GR,1,0,2,GCAK22A
2021-10-30,2021-12-21,PH,TI,49,11,165,*
2021-10-30,2021-12-31,PH,GT,6,2,18,*
2021-10-30,2022-01-07,PH,RO,6,3,14,*
2021-10-30,2021-12-18,PH,TW,7,4,21,WEXP21
2021-10-30,2021-12-23,PH,TW,0,0,0,WACCU21
2021-10-30,2021-11-11,PH,TW,0,0,0,WSWST21
2021-10-30,2021-12-02,PH,TW,0,0,0,WACTN21
2021-10-30,2022-01-18,PH,TW,1,1,4,WABRE22
2021-10-30,2021-11-26,DH,CP,1,0,1,*
2021-10-30,2021-12-03,DH,BW,5,0,7,IDIL21D
2021-10-30,2021-12-25,CH,RO,35,8,114,*
2021-10-30,2021-12-23,CH,TI,60,28,216,*
2021-10-30,2021-12-05,CH,BW,1,0,2,IDIL21D
2021-10-30,2021-12-22,CH,DO,0,0,0,*
2021-10-30,2021-12-13,CH,TW,1,0,3,WFUN21
2021-10-30,2021-12-24,CH,TW,13,8,33,WEXP21
2021-10-30,2021-12-31,CH,TW,15,0,50,WDVC21
2021-10-30,2021-11-05,CH,CP,10,4,37,*
2021-10-30,2021-12-07,CH,GR,15,0,18,GCAL21C
2021-10-30,2021-11-22,CH,GR,14,0,47,GCMK21A
2021-10-30,2021-11-14,CH,GT,10,10,22,LCHK21A
2021-10-30,2021-12-01,DH,TI,222,77,710,*
2021-10-30,2021-12-14,DH,TD,294,58,1071,*
2021-10-30,2021-12-08,PH,TW,6,1,17,WGETA21
2021-10-30,2021-12-12,PH,TW,19,9,54,WDVC21
2021-10-30,2021-11-06,DH,BW,13,8,33,IDIK21Y
2021-10-30,2021-12-11,DH,BW,4,0,10,IDIL21J
2021-10-30,2021-12-21,DH,TW,2,0,4,WACCU21
2021-10-30,2021-11-03,DH,TW,16,8,43,WEXP21
2021-10-30,2022-01-25,PH,TW,1,0,4,WWJET22
2021-10-30,2022-01-02,CH,TI,100,41,377,*
2021-10-30,2021-11-21,CH,RO,94,49,350,*
2021-10-30,2021-11-27,DH,DO,2,2,8,*
2021-10-30,2022-01-10,PH,BW,1,0,3,IDIA22E
2021-10-30,2021-11-15,PH,BW,0,0,0,IDIK21S
2021-10-30,2021-11-12,CH,GR,0,0,0,GCJJ21A
2021-10-30,2021-11-30,DH,TI,268,118,845,*
2021-10-30,2021-11-08,PH,TW,3,0,7,WGETA21
2021-10-30,2022-01-05,PH,TW,2,1,8,WGETA22
2021-10-30,2021-11-17,PH,RO,39,16,114,*
2021-10-30,2021-12-28,DH,TW,20,4,78,WGETA21
2021-10-30,2021-12-20,DH,BW,4,4,6,IDIL21F
2021-10-30,2021-12-19,DH,BW,5,1,16,IDIL21L
2021-10-30,2022-01-20,DH,TW,0,0,0,WUNVA22
2021-10-30,2021-12-17,CH,RO,54,24,199,*
2021-10-30,2021-12-14,CH,TW,43,16,109,WEXP21
2021-10-30,2022-01-14,CH,TI,50,27,192,*
2021-10-30,2021-12-03,DH,DO,1,1,4,*
2021-10-30,2021-12-30,DH,TW,9,5,30,WDVC21
2021-10-30,2021-12-06,CH,TW,7,0,20,WDVC21
2021-10-30,2022-01-04,CH,TW,0,0,0,WINSG22
2021-10-30,2021-11-14,PH,BW,2,0,5,IDIK21S
2021-10-30,2021-12-31,CH,TW,0,0,0,WFUNJ21
2021-10-30,2021-12-06,CH,GR,16,1,19,GCAL21C
2021-10-30,2022-01-08,CH,TW,3,0,10,WGETA22
2021-10-30,2021-11-08,DH,RO,66,28,254,*
2021-10-30,2022-01-16,DH,GT,12,0,34,*
2021-10-30,2021-12-11,DH,TW,21,5,54,WEXP21
2021-10-30,2021-11-04,PH,TD,158,46,481,*
2021-10-30,2022-01-02,PH,TW,3,0,12,WGETA21
2021-10-30,2021-12-18,DH,TW,17,10,59,WGETA21
2021-10-30,2021-11-26,DH,TW,1,0,4,WINSG21
2021-10-30,2021-12-11,DH,BW,2,0,7,ICIL21C
2021-10-30,2021-11-21,DH,TW,2,1,5,WSWST21
2021-10-30,2021-11-16,DH,GR,24,0,74,GDDK21A
2021-10-30,2022-01-25,DH,TW,1,0,2,WACCU22
2021-10-30,2021-11-03,PH,TW,16,3,45,WDVC21
2021-10-30,2021-12-20,CH,BW,1,1,4,ICIL21K
2021-10-30,2022-01-01,CH,BW,0,0,0,ICIL21T
2021-10-30,2021-11-18,CH,TW,1,0,2,WINSG21
2021-10-30,2022-01-18,CH,TI,27,17,92,*
2021-10-30,2022-01-14,CH,TD,171,72,627,*
2021-10-30,2021-12-07,CH,DO,1,1,4,*
2021-10-30,2021-11-05,DH,TW,1,0,4,WFUNJ21
2021-10-30,2021-11-13,DH,TW,1,0,2,WACCU21
2021-10-30,2021-11-20,CH,TW,0,0,0,WACCU21
2021-10-30,2021-12-10,CH,TW,1,0,4,WFUNJ21
2021-10-30,2021-11-14,CH,GR,264,36,729,GDDK21A
2021-10-30,2021-12-21,CH,TW,1,0,3,WINSG21
2021-10-30,2021-11-17,CH,GR,23,0,63,GDDK21A
2021-10-30,2021-11-14,CH,BW,0,0,0,IDIK21U
2021-10-30,2021-12-03,DH,TI,228,95,705,*
2021-10-30,2021-11-18,DH,TD,326,88,1142,*
2021-10-30,2021-12-08,PH,GT,5,4,12,*
2021-10-30,2021-11-23,PH,GT,3,0,8,*
2021-10-30,2021-12-26,PH,TW,6,3,16,WEXP21
2021-10-30,2021-12-17,DH,TD,341,140,1238,*
2021-10-30,2021-12-31,DH,TD,452,75,1684,*
2021-10-30,2022-01-18,PH,TW,1,0,3,WINSG22
2021-10-30,2022-01-19,PH,TW,1,0,4,WABRE22
2021-10-30,2022-01-10,PH,TW,2,0,4,WAEIM22
2021-10-30,2021-11-09,DH,CP,2,0,2,*
2021-10-30,2022-01-17,DH,TW,1,0,3,WUNVA22
2021-10-30,2021-11-05,DH,GR,253,33,534,GDCJ21B
2021-10-30,2021-11-01,PH,TW,14,11,36,WDVC21
2021-10-30,2021-12-18,CH,RO,55,24,170,*
2021-10-30,2021-11-29,CH,TD,381,130,1308,*
2021-10-30,2022-01-22,CH,DO,1,0,4,*
2021-10-30,2021-12-24,CH,TD,349,97,1305,*
2021-10-30,2021-12-27,CH,TW,11,4,37,WGETA21
2021-10-30,2021-12-17,CH,TW,3,0,7,WFUNJ21
2021-10-30,2021-11-01,CH,WI,1,0,2,*
2021-10-30,2021-11-16,DH,TW,0,0,0,WDVC21
2021-10-30,2022-01-30,DH,BA,0,0,0,HDKA22B
2021-10-30,2021-12-18,DH,TI,172,82,629,*
2021-10-30,2021-12-24,PH,TW,0,0,0,WACCU21
2021-10-30,2021-12-05,PH,TW,0,0,0,WINSG21
2021-10-30,2022-01-02,PH,TW,1,1,2,WABRE22
2021-10-30,2021-12-22,PH,TW,0,0,0,WACCU21
2021-10-30,2021-11-03,PH,TW,0,0,0,WACTN21
2021-10-30,2021-12-26,DH,TW,11,6,46,WGETA21
2021-10-30,2021-12-05,DH,BW,0,0,0,IDIK21T
2021-10-30,2022-01-27,DH,GR,216,2,279,GDAA22A
2021-10-30,2021-11-21,PH,GT,4,2,11,*
2021-10-30,2021-11-30,CH,DO,2,0,5,*
2021-10-30,2021-12-13,CH,DO,3,1,6,*
2021-10-30,2021-12-23,CH,TW,20,5,62,WDVC21
2021-10-30,2022-01-15,CH,CP,1,0,1,*
2021-10-30,2022-01-12,CH,TW,2,2,2,WSWST22
2021-10-30,2021-11-02,PH,GR,23,21,33,GDCJ21B
2021-10-30,2021-11-12,PH,GR,1,1,1,GCIK21A
2021-10-30,2021-12-05,CH,GR,15,14,18,GCAL21C
2021-10-30,2021-11-07,CH,BW,1,1,2,IDIK21D
2021-10-30,2021-11-18,DH,TW,9,6,23,WEXP21
2021-10-30,2021-11-29,PH,TI,62,36,183,*
2021-10-30,2021-11-30,PH,TW,18,8,38,WEXP21
2021-10-30,2021-12-31,PH,TW,5,3,19,WGETA21
2021-10-30,2022-01-12,PH,TD,58,8,185,*
2021-10-30,2022-01-20,PH,TW,0,0,0,WABRE22
2021-10-30,2021-11-06,DH,TW,8,3,20,WGETA21
2021-10-30,2021-12-23,DH,BW,0,0,0,IDIL21F
2021-10-30,2021-12-19,DH,BW,0,0,0,IDIK211
2021-10-30,2022-01-14,DH,TW,1,0,5,WINSG22
2021-10-30,2022-01-13,DH,TW,1,0,2,WACCU22
2021-10-30,2021-10-31,PH,TW,0,0,0,WACCU21
2021-10-30,2021-12-03,PH,GT,5,1,14,*
2021-10-30,2022-01-29,CH,TI,46,15,188,*
2021-10-30,2021-12-05,CH,GT,15,7,44,*
2021-10-30,2021-11-21,CH,CP,7,5,16,*
2021-10-30,2021-11-24,DH,TW,5,1,16,WDVC21
2021-10-30,2021-12-10,CH,TW,5,4,16,WDVC21
2021-10-30,2021-12-19,CH,TW,34,15,108,WDVC21
2021-10-30,2022-01-15,CH,TD,145,19,556,*
2021-10-30,2021-11-07,CH,CP,9,6,27,*
2021-10-30,2021-12-21,DH,CP,1,0,2,WDVC21
2021-10-30,2021-12-21,CH,TW,14,1,52,WGETA21
2021-10-30,2022-01-01,CH,TW,0,0,0,WABRE21
2021-10-30,2021-12-01,PH,BW,0,0,0,IDIJ20U
2021-10-30,2021-12-04,CH,BW,2,0,6,ICIL21O
2021-10-30,2021-11-17,CH,GR,64,1,83,GCIK21A
2021-10-30,2021-11-22,DH,TW,0,0,0,WUNVA21
2021-10-30,2021-10-31,DH,TI,186,93,592,*
2021-10-30,2021-12-29,DH,TI,107,34,359,*
2021-10-30,2021-12-02,DH,TD,427,123,1424,*
2021-10-30,2021-12-25,PH,RO,11,4,40,*
2021-10-30,2022-01-23,PH,RO,5,3,13,*
2021-10-30,2021-12-19,PH,TW,0,0,0,WFUNJ21
2021-10-30,2022-01-08,PH,TI,12,6,33,*
2021-10-30,2021-12-27,DH,TW,16,9,67,WGETA21
2021-10-30,2021-11-08,DH,CP,8,7,8,*
2021-10-30,2021-12-29,DH,BW,3,0,4,ICIL21H
2021-10-30,2021-11-12,DH,GR,178,88,492,GDDK21A
2021-10-30,2021-11-24,CH,RO,119,48,404,*
2021-10-30,2021-12-18,CH,TD,406,142,1547,*
2021-10-30,2021-12-04,CH,BW,2,2,4,IDIL21D
2021-10-30,2022-01-15,CH,GT,13,4,48,*
2021-10-30,2021-12-06,DH,TW,21,2,58,WDVC21
2021-10-30,2022-01-18,DH,CP,0,0,0,*
2021-10-30,2021-11-01,CH,TW,7,3,27,WGETA21
2021-10-30,2021-12-03,CH,TW,15,8,38,WEXP21
2021-10-30,2021-11-13,CH,TW,4,1,14,WDVC21
2021-10-30,2021-12-02,CH,TW,2,2,4,WDVC21
2021-10-30,2021-12-10,CH,CP,10,8,36,*
2021-10-30,2021-12-07,CH,TW,2,1,7,WFUNJ21
2021-10-30,2021-11-20,PH,BW,1,1,5,IDIK21V
2021-10-30,2021-12-06,CH,BW,2,0,6,ICIL21O
2021-10-30,2021-11-23,CH,GR,0,0,0,GCFL21A
2021-10-30,2021-12-09,DH,DO,2,0,8,*
2021-10-30,2021-11-15,PH,TD,247,71,761,*
2021-10-30,2021-12-16,PH,TD,151,49,512,*
2021-10-30,2022-01-11,PH,TW,3,1,6,WGETA22
2021-10-30,2022-01-18,PH,TD,36,18,113,*
2021-10-30,2021-12-26,PH,TW,7,3,20,WDVC21
2021-10-30,2021-12-09,CH,TW,10,7,27,WEXP21
2021-10-30,2021-12-22,CH,RO,54,11,211,*
2021-10-30,2021-12-16,CH,TW,4,2,10,WFUNJ21
2021-10-30,2021-11-21,CH,TW,3,2,12,WINSG21
2021-10-30,2021-12-30,CH,TW,3,3,9,WINSG21
2021-10-30,2022-01-18,CH,CP,2,0,6,*
2021-10-30,2021-11-24,CH,CP,0,0,0,*
2021-10-30,2022-01-15,DH,DO,2,2,8,*
2021-10-30,2021-11-22,DH,TW,4,0,14,WINSG21
2021-10-30,2021-12-05,CH,TW,17,7,51,WDVC21
2021-10-30,2021-12-31,CH,TW,0,0,0,WABRE21
2021-10-30,2022-01-05,CH,TW,0,0,0,WJALP21
2021-10-30,2022-01-25,PH,TW,1,0,2,WINSG22
2021-10-30,2021-12-05,DH,DO,3,2,6,*
2021-10-30,2021-11-03,CH,GR,1,0,2,GCAK22A
2021-10-30,2021-12-15,DH,TI,131,40,479,*
2021-10-30,2021-11-24,DH,TD,472,135,1758,*
2021-10-30,2021-12-08,DH,DO,3,3,12,*
2021-10-30,2022-01-17,DH,GT,11,4,37,*
2021-10-30,2022-01-06,DH,TI,55,20,212,*
2021-10-30,2021-11-04,PH,RO,16,4,46,*
2021-10-30,2021-12-30,PH,TD,312,78,1110,*
2021-10-30,2022-01-02,DH,TD,215,70,878,*
2021-10-30,2021-11-26,PH,TW,1,0,4,WINSG21
2021-10-30,2021-12-12,PH,GT,4,1,11,*
2021-10-30,2022-01-06,CH,TD,239,53,867,*
2021-10-30,2021-12-03,CH,RO,116,46,346,*
2021-10-30,2021-12-13,CH,TW,3,3,7,WINSG21
2021-10-30,2021-11-20,CH,TW,2,0,5,WFUNJ21
2021-10-30,2022-01-10,CH,RO,19,3,62,*
2021-10-30,2021-12-19,CH,GT,11,2,39,*
2021-10-30,2021-11-08,CH,GR,17,12,49,GCJJ21A
2021-10-30,2021-11-19,CH,GT,15,7,48,*
2021-10-30,2021-11-15,CH,TW,8,5,21,WDVC21
2021-10-30,2021-10-31,DH,TW,12,2,38,WGETA21
2021-10-30,2021-11-10,DH,GR,34,34,94,GDDK21A
2021-10-30,2021-11-02,CH,TW,1,0,5,WDDMX21
2021-10-30,2021-12-08,CH,TW,1,0,2,WABRE21
2021-10-30,2021-11-02,CH,DO,1,1,2,*
2021-10-30,2021-12-27,DH,TW,14,13,39,WEXP21
2021-10-30,2021-12-06,DH,BA,4,0,5,HDCL21A
2021-10-30,2022-01-10,PH,BW,0,0,0,IDII213
2021-10-30,2021-11-23,DH,DO,2,2,2,*
2021-10-30,2021-12-06,DH,TW,1,1,4,WSWST21
2021-10-30,2021-11-16,CH,GR,3,0,6,GCCK21B
2021-10-30,2021-11-13,CH,CP,1,0,4,*
2021-10-30,2022-01-28,DH,TW,0,0,0,WABRE22
2021-10-30,2021-12-03,DH,TW,1,0,2,WSWST21
2021-10-30,2021-11-14,DH,GR,147,111,242,GDCK21A
2021-10-30,2021-11-26,DH,TI,183,54,642,*
2021-10-30,2021-11-28,DH,TD,236,130,863,*
2021-10-30,2021-11-22,PH,TI,101,35,385,*
2021-10-30,2021-11-16,PH,GT,10,3,30,*
2021-10-30,2021-11-20,PH,GT,3,3,9,*
2021-10-30,2021-12-05,CH,RO,117,54,338,*
2021-10-30,2021-11-15,CH,RO,62,15,218,*
2021-10-30,2021-11-07,CH,TI,165,103,483,*
2021-10-30,2021-11-09,CH,CP,7,2,22,*
2021-10-30,2021-11-09,CH,RO,77,25,231,*
2021-10-30,2021-11-19,CH,TW,13,4,36,WEXP21
2021-10-30,2021-12-19,CH,GR,44,0,143,GCML21A
2021-10-30,2021-11-03,DH,TW,2,0,8,WINSG21
2021-10-30,2021-11-17,DH,GR,9,1,27,GDDK21A
2021-10-30,2022-01-15,DH,TW,0,0,0,WINSG22
2021-10-30,2021-12-18,DH,TW,24,13,73,WEXP21
2021-10-30,2022-01-17,CH,TW,1,0,3,WGETA22
2021-10-30,2022-01-04,PH,BW,2,2,8,IDII213
2021-10-30,2022-01-09,PH,BW,4,0,16,IDII213
2021-10-30,2021-12-07,PH,TW,0,0,0,WFUNJ21
2021-10-30,2021-11-08,CH,GR,36,34,36,NCFK21A
2021-10-30,2021-11-11,CH,GR,2,2,6,GCAK21A
2021-10-30,2021-11-11,DH,TI,246,127,821,*
2021-10-30,2021-12-25,DH,GT,10,2,38,*
2021-10-30,2022-01-20,DH,RO,8,3,36,*
2021-10-30,2021-12-21,PH,GT,6,0,26,*
2021-10-30,2021-12-11,PH,TD,202,44,618,*
2021-10-30,2021-12-24,PH,TW,2,0,7,WFUNJ21
2021-10-30,2022-01-22,DH,TD,59,18,245,*
2021-10-30,2022-01-21,PH,RO,3,1,12,*
2021-10-30,2021-12-22,PH,TW,20,1,70,WDVC21
2021-10-30,2021-12-23,CH,GT,6,3,21,*
2021-10-30,2021-10-31,CH,RO,67,36,217,*
2021-10-30,2021-12-18,DH,TW,37,13,121,WDVC21
2021-10-30,2021-11-14,DH,GR,50,41,69,GDMK21A
2021-10-30,2021-11-03,DH,GT,13,3,47,*
2021-10-30,2021-12-26,DH,TW,2,2,4,WFUNJ21
2021-10-30,2021-12-20,DH,TW,1,0,5,WDDMX21
2021-10-30,2021-11-08,DH,TW,0,0,0,WINSG21
2021-10-30,2021-11-09,CH,TW,8,0,21,WDVC21
2021-10-30,2021-11-18,CH,TW,4,3,9,WDVC21
2021-10-30,2021-12-27,DH,CP,1,1,1,*
2021-10-30,2021-12-14,DH,CP,3,0,10,*
2021-10-30,2021-12-06,PH,TW,0,0,0,WACTN21
2021-10-30,2021-11-11,CH,BA,2,2,3,HCAK21B
2021-10-30,2021-11-05,CH,BW,2,1,4,IDIK21D
2021-10-30,2021-11-07,CH,GR,2,2,2,NCFK21A
2021-10-30,2021-11-14,DH,TW,2,2,8,WDVC21
2021-10-30,2021-11-24,DH,TW,0,0,0,WSWST21
2021-10-30,2021-11-18,DH,RO,75,29,251,*
2021-10-30,2021-11-20,DH,TD,362,146,1354,*
2021-10-30,2021-12-21,DH,TI,140,49,575,*
2021-10-30,2021-12-12,PH,TW,11,7,28,WEXP21
2021-10-30,2022-01-10,PH,TD,52,16,152,*
2021-10-30,2021-11-07,PH,TW,0,0,0,WAEIM21
2021-10-30,2021-12-24,CH,TI,78,33,294,*
2021-10-30,2021-11-29,CH,TW,20,11,42,WEXP21
2021-10-30,2021-12-20,CH,RO,89,23,322,*
2021-10-30,2021-12-09,CH,CP,5,2,19,*
2021-10-30,2021-11-03,CH,TW,0,0,0,WAEIM21
2021-10-30,2021-12-22,DH,TW,0,0,0,WFUNJ21
2021-10-30,2021-12-27,DH,TW,2,0,4,WFUNJ21
2021-10-30,2022-01-08,DH,BW,6,0,11,IDIA22H
2021-10-30,2021-11-27,DH,BW,0,0,0,ICIA22A
2021-10-30,2021-11-12,DH,BW,6,3,10,IDIK21U
2021-10-30,2021-11-20,DH,TW,0,0,0,WMICK21
2021-10-30,2021-12-21,CH,DO,4,0,6,*
